texto de referencia,Lugar de vivienda (codigo tienda/casa de Jean P.),Lugar de trabajo (codigo tienda/casa de Jean P.),nom privilégié,Prénom privilégié,Variante n°1 du Nom,Variante n°1 du Prénom,Variante n°2 du Nom,Variante nº du Nom,Variante n°2 du Prénom,Titulo,variante n°1 del Titulo,variante n°2 del Titulo,Métier / occupation,variante n°1 del Métier / occupation,variante n°2 del Métier / occupation,ultima religion conocida,fecha cuando se firma el contrato,Citation (sources) - copiar pegar ref abajo de la pagina,Lugar de trabajo (zona/barrio - siglos 13-14-15),Lugar de trabajo (nombre de calle - siglos 13-14-15),Lugar de trabajo (nota - indicaciones localizacion - siglos 13-14-15),Lugar de trabajo (nombre de tienda/casa - siglos 13-14-15),Lugar de trabajo (direccion exacta actual),Lugar de vivienda (zona/barrio - siglos 13-14-15),Lugar de vivienda (nombre de calle - siglos 13-14-15),Lugar de vivienda (nota - indicaciones localizacion - siglos 13-14-15),Lugar de vivienda (nombre tienda/casa - siglos 13-14-15),Lugar de vivienda (direccion exacta actual)
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,González,María,,,,,,,,,,,,,29/03/1434," En 1443, la maison dite Corral Viejo de las Vacas, située à la Tripería Vieja, a été baillée, le 29/03/1434, perpetuas e por reparadas, avec les tiendas (…) à Benito Estébanez, recuero, et María González, sa femme (…) avec la caution de don Pedro Alfonso de Valladolid, abbé de S. Vicente, et de don Fernando Díaz, archidiacre de Niebla",Colación de San Yuste*,Estantales/ Tripería Vieja,"la maison dite Corral Viejo de las Vacas, située à la Tripería Vieja (…) avec les tiendas qui se trouvent à la puerta mayor de la dicha tripería et avec les deux cámaras qui donnent à la maison où demeure le tesorero de l'Église",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,Estébanez,Benito,,,,,,,,,recuero,,,,1443," En 1443, la maison dite Corral Viejo de las Vacas, située à la Tripería Vieja, a été baillée, le 29/03/1434, perpetuas e por reparadas, avec les tiendas (…) à Benito Estébanez, recuero, et María González, sa femme (…) avec la caution de don Pedro Alfonso de Valladolid, abbé de S. Vicente, et de don Fernando Díaz, archidiacre de Niebla",Colación de San Yuste*,Estantales/ Tripería Vieja,"la maison dite Corral Viejo de las Vacas, située à la Tripería Vieja (…) avec les tiendas qui se trouvent à la puerta mayor de la dicha tripería et avec les deux cámaras qui donnent à la maison où demeure le tesorero de l'Église",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,González,María,,,,,,,,,,,,,1443," En 1443, la maison dite Corral Viejo de las Vacas, située à la Tripería Vieja, a été baillée, le 29/03/1434, perpetuas e por reparadas, avec les tiendas (…) à Benito Estébanez, recuero, et María González, sa femme (…) avec la caution de don Pedro Alfonso de Valladolid, abbé de S. Vicente, et de don Fernando Díaz, archidiacre de Niebla",Colación de San Yuste*,Estantales/ Tripería Vieja,"la maison dite Corral Viejo de las Vacas, située à la Tripería Vieja (…) avec les tiendas qui se trouvent à la puerta mayor de la dicha tripería et avec les deux cámaras qui donnent à la maison où demeure le tesorero de l'Église",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,Alfonso,Pedro,de Valladolid,Per,,,,abad de S. Vicente de la Sierra,,,doctor,,,,28/11/1448,"Le 28/11/1448, le chapitre donne à cens à Pedro Alfonso de Valladolid, abbé de S. Vicente de la Sierra, une maison dite le Corral Viejo de las Vacas",Colación de San Yuste,Estantales/ Tripería Vieja,"une maison dite le Corral Viejo de las Vacas, à la Triperia Vieja, à la colación de S. Yuste, jouxtant des deux côtés des maisons du chapitre (…) La maison comporte une cámara, dont la porte donne à la rue allant à la casa du tesorero Alfonso Martínez. Va avec cette maison une tienda dont la porte donne à la rue principale",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,Alfonso,Pedro,de Valladolid,Per,,,,abad de S. Vicente de la Sierra,,,doctor,,,,1450,"En 1450, la maison que tenait Marina, la pescadera, a été donnée à cens, le 28/11/1448, à Per Alfonso, abbé de S. Vicente",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,,Marina,,la pescadera,,,,,,,,,,,,,Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,de Valladolid,Pedro,,,,,,,,,,,,,16/04/1456,"Le 16/04/1456, Pedro de Valladolid a fait reconnaissance du cens de 1.500 mrs sur la maison que tenait l'abbé de S. Vicente (le chanoine Pedro Alfonso de Valladolid), son père, dont il a hérité",Colación de San Yuste*,Estantales/ Tripería Vieja,"las casas corral de las vacas, à la Triperia",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,Alfonso,Cristobal,de Valladolid,,,,,,,,,,,,4/09/1473,"Le 4/09/1473, le testament du chanoine Cristobal Alfonso de Valladolid lègue au chapitre 500 mrs. de cens, à avoir sur las casas corral de las vacas, à la Triperia, avec les 1.500 mrs. que les chanoines y ont déjà",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,de Valladolid,Pedro,,,,,,,,,,,,,3/06/1477,"Le 3/06/1477, Pedro de Valladolid, héritier du docteur don Pedro Alfonso de Valladolid, abbé de S. Vicente de la Sierra, a fait reconnaissance des 1.500 mrs., de cens sur la maison que tenait le défunt",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,Martínez,Catalina,,,,,,,,,,,,,1/06/1489,"Le 1/06/1489, Catalina Martínez, veuve de Pedro de Valladolid, comme tutrice de ses enfants, Pedro, Alfonso et Francisca, fils et fille légitimes de son défunt mari, dit que ce dernier, dans son testament, les a avantagés du tiers de ses biens, à avoir spécialement sur las casas de su morada, con dos tiendas",Colación de San Yuste,Estantales/ Tripería Vieja,"las casas de su morada, con dos tiendas que se mandan por sy por sus puertas a la calle, maison anciennement appelée el Corral Viejo de las Vacas, située à la colación de S. Yuste à la Triperia Vieja, jouxtant une maison du chapitre tenue par le tesorero Gracián de Berlanga, capellán de la chapelle des Reyes Nuevos (CH_WO_01), une tienda du chapitre tenue par Pedro de Bonilla (CH_WO_02), une maison de Mateo Sánchez, cabestrero, au dos une maison d'Alfonso del Rey, broslador, et les rues",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,,Pedro,,,,,,,,,,,,,1/06/1489,"Le 1/06/1489, Catalina Martínez, veuve de Pedro de Valladolid, comme tutrice de ses enfants, Pedro, Alfonso et Francisca, fils et fille légitimes de son défunt mari, dit que ce dernier, dans son testament, les a avantagés du tiers de ses biens, à avoir spécialement sur las casas de su morada, con dos tiendas",Colación de San Yuste,Estantales/ Tripería Vieja,"las casas de su morada, con dos tiendas que se mandan por sy por sus puertas a la calle, maison anciennement appelée el Corral Viejo de las Vacas, située à la colación de S. Yuste à la Triperia Vieja, jouxtant une maison du chapitre tenue par le tesorero Gracián de Berlanga, capellán de la chapelle des Reyes Nuevos (CH_WO_01), une tienda du chapitre tenue par Pedro de Bonilla (CH_WO_02), une maison de Mateo Sánchez, cabestrero, au dos une maison d'Alfonso del Rey, broslador, et les rues",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,,Alfonso,,,,,,,,,,,,,1/06/1489,"Le 1/06/1489, Catalina Martínez, veuve de Pedro de Valladolid, comme tutrice de ses enfants, Pedro, Alfonso et Francisca, fils et fille légitimes de son défunt mari, dit que ce dernier, dans son testament, les a avantagés du tiers de ses biens, à avoir spécialement sur las casas de su morada, con dos tiendas",Colación de San Yuste,Estantales/ Tripería Vieja,"las casas de su morada, con dos tiendas que se mandan por sy por sus puertas a la calle, maison anciennement appelée el Corral Viejo de las Vacas, située à la colación de S. Yuste à la Triperia Vieja, jouxtant une maison du chapitre tenue par le tesorero Gracián de Berlanga, capellán de la chapelle des Reyes Nuevos (CH_WO_01), une tienda du chapitre tenue par Pedro de Bonilla (CH_WO_02), une maison de Mateo Sánchez, cabestrero, au dos une maison d'Alfonso del Rey, broslador, et les rues",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,,Francisca,,,,,,,,,,,,,1/06/1489,"Le 1/06/1489, Catalina Martínez, veuve de Pedro de Valladolid, comme tutrice de ses enfants, Pedro, Alfonso et Francisca, fils et fille légitimes de son défunt mari, dit que ce dernier, dans son testament, les a avantagés du tiers de ses biens, à avoir spécialement sur las casas de su morada, con dos tiendas",Colación de San Yuste,Estantales/ Tripería Vieja,"las casas de su morada, con dos tiendas que se mandan por sy por sus puertas a la calle, maison anciennement appelée el Corral Viejo de las Vacas, située à la colación de S. Yuste à la Triperia Vieja, jouxtant une maison du chapitre tenue par le tesorero Gracián de Berlanga, capellán de la chapelle des Reyes Nuevos (CH_WO_01), une tienda du chapitre tenue par Pedro de Bonilla (CH_WO_02), une maison de Mateo Sánchez, cabestrero, au dos une maison d'Alfonso del Rey, broslador, et les rues",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,de Valladolid,Pedro,,,,,,,,,,,,,1491,"En 1491, Pedro de Valladolid tient les trois paires de maisons, les unes que tenait auparavant le doyen don Ruy García, les autres que tenait don … zález de Nabares, une autre tendezuela que tenait auparavant Alvar González de Aguilar avec la  maison que l'on appelait le Corral Viejo de las Vacas",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,Sánchez,Mateo,,,,,,,,,cabestrero,,,,6/12/1497,"Le 6/12/1497, Mateo Sánchez, cabestrero, en son nom en celui de sa femme, Antona Rodríguez, reconnaît un cens de  1.000 mrs. et deux paires de poules en faveur des capellanes de l'Hermandad del Coro sur une maison tienda qu'il a achetée de García Alfonso de la Cal, zapatero, et Esteban de Pineda, son fils",Colación de San Yuste,Estantales/ Tripería Vieja,"située a la Triperia, à la colación de S. Yuste, jouxtant une maison de Padilla tributaire au chapitre (CH_AB_07), et une maison de Pedro de Valladolid (CH_WO_03)",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,Rodríguez,Antona,,,,,,,,,,,,,6/12/1497,"Le 6/12/1497, Mateo Sánchez, cabestrero, en son nom en celui de sa femme, Antona Rodríguez, reconnaît un cens de  1.000 mrs. et deux paires de poules en faveur des capellanes de l'Hermandad del Coro sur une maison tienda qu'il a achetée de García Alfonso de la Cal, zapatero, et Esteban de Pineda, son fils",Colación de San Yuste,Estantales/ Tripería Vieja,"située a la Triperia, à la colación de S. Yuste, jouxtant une maison de Padilla tributaire au chapitre (CH_AB_07), et une maison de Pedro de Valladolid (CH_WO_03)",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,Alfonso,García,de la Cal,,,,,,,,zapatero,,,,6/12/1497,"une maison tienda qu'il a achetée de García Alfonso de la Cal, zapatero, et Esteban de Pineda",Colación de San Yuste,Estantales/ Tripería Vieja,"située a la Triperia, à la colación de S. Yuste, jouxtant une maison de Padilla tributaire au chapitre (CH_AB_07), et une maison de Pedro de Valladolid (CH_WO_03)",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,de Pineda,Esteban,,,,,,,,,,,,,6/12/1497,"une maison tienda qu'il a achetée de García Alfonso de la Cal, zapatero, et Esteban de Pineda",Colación de San Yuste,Estantales/ Tripería Vieja,"située a la Triperia, à la colación de S. Yuste, jouxtant une maison de Padilla tributaire au chapitre (CH_AB_07), et une maison de Pedro de Valladolid (CH_WO_03)",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,,3 tiendas,,,,,,,,,,,alfajeme,,,,1380,"En 1380, il n'y a plus que trois tiendas sous cette rubrique, avec un alfajeme et un cañadero",,Cañadería/ Alfajemes,,Cañadería/ Alfajemes,,,,,,
T21-ESTANTALES -OLIVA,,3 tiendas,,,,,,,,,,,cañadero,,,,1380,"En 1380, il n'y a plus que trois tiendas sous cette rubrique, avec un alfajeme et un cañadero",,Cañadería/ Alfajemes,,Cañadería/ Alfajemes,,,,,,
T21-ESTANTALES -OLIVA,,4 tiendas,,,,,,,,,,,alfajeme,,,,1391,"En 1391, il y a à nouveau quatre tiendas, aux Alfajemes, avec deux aljafemes, et deux charpentiers, l'un qualifié de carpintero, et l'autre de cañadero",,Cañadería/ Alfajemes,,Cañadería/ Alfajemes,,,,,,
T21-ESTANTALES -OLIVA,,4 tiendas,,,,,,,,,,,alfajeme,,,,1391,"En 1391, il y a à nouveau quatre tiendas, aux Alfajemes, avec deux aljafemes, et deux charpentiers, l'un qualifié de carpintero, et l'autre de cañadero",,Cañadería/ Alfajemes,,Cañadería/ Alfajemes,,,,,,
T21-ESTANTALES -OLIVA,,4 tiendas,,,,,,,,,,,carpintero,,,,1391,"En 1391, il y a à nouveau quatre tiendas, aux Alfajemes, avec deux aljafemes, et deux charpentiers, l'un qualifié de carpintero, et l'autre de cañadero",,Cañadería/ Alfajemes,,Cañadería/ Alfajemes,,,,,,
T21-ESTANTALES -OLIVA,,4 tiendas,,,,,,,,,,,cañadero,,,,1391,"En 1391, il y a à nouveau quatre tiendas, aux Alfajemes, avec deux aljafemes, et deux charpentiers, l'un qualifié de carpintero, et l'autre de cañadero",,Cañadería/ Alfajemes,,Cañadería/ Alfajemes,,,,,,
T21-ESTANTALES -OLIVA,,4 tiendas,,,,,,,,,,,cañaderos,,,,1401,"En 1401, il ya a aux Alfajemes, quatre tiendas, tenues par des cañaderos et un carpintero, et une maison a la Pescadería",,Cañadería/ Alfajemes,,Cañadería/ Alfajemes,,,,,,
T21-ESTANTALES -OLIVA,,4 tiendas,,,,,,,,,,,carpintero,,,,1401,"En 1401, il ya a aux Alfajemes, quatre tiendas, tenues par des cañaderos et un carpintero, et une maison a la Pescadería",,Cañadería/ Alfajemes,,Cañadería/ Alfajemes,,,,,,
T21-ESTANTALES -OLIVA,,1 tienda,,,,,,,,,,,,,,,1409,,,Cañadería/ Alfajemes,"une de ces tiendas, jouxte le Sagrario de la cathédrale",Cañadería/ Alfajemes,,,,,,
T21-ESTANTALES -OLIVA,,CH_VOO_01 TIENDA DE LAS DOS PUERTAS,Fernández,Juan,,,,,,,,,alfajeme,,,,1372,"En 1372, aux Alfajemes,  Juan Fernández, alfajeme, tient une tienda",,Cañadería/ Alfajemes,aux Alfajemes,Cañadería/ Alfajemes,"Maestro Pedro Perez calle de S/n (tienda detras del Sagrario)
cañadería (barrio desaparecido)",,,,,
T21-ESTANTALES -OLIVA,,CH_VOO_01+ CH_VOO_02 TIENDA DE LAS DOS PUERTAS,Fernández,Martín,,,,,,,,,alfajeme,,,,1380,"En 1380, aux Alfajemes, Martín Fernández, alfajeme, tient les deux tiendas que tenait auparavant Alfonso Fernández, alfajeme",,Cañadería/ Alfajemes,aux Alfajemes,Cañadería/ Alfajemes,"Maestro Pedro Perez calle de S/n (tienda detras del Sagrario)
cañadería (barrio desaparecido)",,,,,
T21-ESTANTALES -OLIVA,,CH_VOO_01 TIENDA DE LAS DOS PUERTAS,Fernández,Martín,,,,,,,,,alfajeme,,,,1391,"En 1391, des deux tiendas que tenait Martín Fernandez, alfajeme pour 130 mrs., il n'en tient plus qu'une",,Cañadería/ Alfajemes,,Cañadería/ Alfajemes,"Maestro Pedro Perez calle de S/n (tienda detras del Sagrario)
cañadería (barrio desaparecido)",,,,,
T21-ESTANTALES -OLIVA,,CH_VOO_01 TIENDA DE LAS DOS PUERTAS,García,Diego,,,,,,,,,cañadero,,,,15/08/1392,"En 1401, aux Alfajemes, la tienda que tenait Martín Fernández, alfajeme, a été prise, perpetua e por reparada, par Diego García, cañadero, pour 66 mrs. de vieille monnaie, depuis le 15/08/1392",,Cañadería/ Alfajemes,aux Alfajemes,Cañadería/ Alfajemes,"Maestro Pedro Perez calle de S/n (tienda detras del Sagrario)
cañadería (barrio desaparecido)",,,,,
T21-ESTANTALES -OLIVA,,CH_VOO_01 TIENDA DE LAS DOS PUERTAS,García,Diego,,,,,,,,,cañadero,,,,1401,"En 1401, aux Alfajemes, la tienda que tenait Martín Fernández, alfajeme, a été prise, perpetua e por reparada, par Diego García, cañadero, pour 66 mrs. de vieille monnaie, depuis le 15/08/1392",,Cañadería/ Alfajemes,aux Alfajemes,Cañadería/ Alfajemes,"Maestro Pedro Perez calle de S/n (tienda detras del Sagrario)
cañadería (barrio desaparecido)",,,,,
T21-ESTANTALES -OLIVA,,CH_VOO_01 TIENDA DE LAS DOS PUERTAS,García,Diego,,,,,,,,,cañadero,,,,1408,"En 1408, Diego García, cañadero, a pris la tienda précédemment tenue par Martín Fernández, alfajeme, perpetua e por reparada (…) depuis le 15/08/1392",,Cañadería/ Alfajemes,,Cañadería/ Alfajemes,"Maestro Pedro Perez calle de S/n (tienda detras del Sagrario)
cañadería (barrio desaparecido)",,,,,
T21-ESTANTALES -OLIVA,,CH_VOO_01 TIENDA DE LAS DOS PUERTAS,García,Diego,,,,,,,,,cañadero,,,,13/04/1409,"Le 13/04/1409, le chapitre  baille à Diego García, cañadero, demeurant à la colación de San Yuste, une tienda (…) avec la caution de Juan García, cañadero, demeurant à la colación de S. Yuste",,Cañadería/ Alfajemes,"une tienda située à la Cañadería (…) dite la tienda de los dos puertas, jouxtant une tienda du chapitre et le Sagrario",Cañadería/ Alfajemes,"Maestro Pedro Perez calle de S/n (tienda detras del Sagrario)
cañadería (barrio desaparecido)",,,,,
T21-ESTANTALES -OLIVA,,CH_VOO_01 TIENDA DE LAS DOS PUERTAS,Alvarez,Fernand,,,,,,,,,carpintero,,,,28/01/1411,"Le 28/01/1411, le chapitre baille à Fernand Alvarez, carpintero, une tienda (…) pour sa vie et celle de son fils García (…) avec l'obligation avant la St-Michel 1412, de doubler la tienda d'une cámara au desus, avec la caution de Domingo Fernández Copete, cano",,Cañadería/ Alfajemes,"une tienda, située a los Cañaderos",Cañadería/ Alfajemes,"Maestro Pedro Perez calle de S/n (tienda detras del Sagrario)
cañadería (barrio desaparecido)",,,,,
T21-ESTANTALES -OLIVA,,CH_VOO_01 TIENDA DE LAS DOS PUERTAS,,García,,Alfonso,,,,,,,,,,,28/01/1411,"Le 28/01/1411, le chapitre baille à Fernand Alvarez, carpintero, une tienda (…) pour sa vie et celle de son fils García (…) avec l'obligation avant la St-Michel 1412, de doubler la tienda d'une cámara au desus, avec la caution de Domingo Fernández Copete, cano",,Cañadería/ Alfajemes,"une tienda, située a los Cañaderos",Cañadería/ Alfajemes,"Maestro Pedro Perez calle de S/n (tienda detras del Sagrario)
cañadería (barrio desaparecido)",,,,,
T21-ESTANTALES -OLIVA,,CH_VOO_01 TIENDA DE LAS DOS PUERTAS,Alvarez,Fernand,,,,,,,,,carpintero,,,,1412,"En 1412, la tienda (…) a été baillée à Fernand Alvarez, carpintero, pour lui et son fils, García",,Cañadería/ Alfajemes,aux Cañaderos,Cañadería/ Alfajemes,"Maestro Pedro Perez calle de S/n (tienda detras del Sagrario)
cañadería (barrio desaparecido)",,,,,
T21-ESTANTALES -OLIVA,,CH_VOO_01 TIENDA DE LAS DOS PUERTAS,,García,,Alfonso,,,,,,,,,,,1412,"En 1412, la tienda (…) a été baillée à Fernand Alvarez, carpintero, pour lui et son fils, García",,Cañadería/ Alfajemes,aux Cañaderos,Cañadería/ Alfajemes,"Maestro Pedro Perez calle de S/n (tienda detras del Sagrario)
cañadería (barrio desaparecido)",,,,,
